productId,storeId,productType,weight
3922,NCP43,246,Others,17.75
3923,FDD08,246,Fruits and Vegetables,8.3
3924,FDY59,246,Baking Goods,8.195
3925,NCP29,246,Health and Hygiene,8.42
3926,FDU35,246,Breads,6.44
3927,DRP47,246,Hard Drinks,
3928,FDF33,246,Seafood,7.97
3929,DRB01,246,Soft Drinks,7.39
3930,NCX18,246,Household,
3931,FDU16,246,Frozen Foods,19.25
3932,FDY39,246,Meat,5.305
3933,FDM14,246,Canned,13.8
3934,FDC59,246,Starchy Foods,
3935,FDQ49,246,Breakfast,20.2
3936,FDU33,247,Snack Foods,7.63
3937,FDY15,247,Dairy,18.25
3938,NCP43,247,Others,17.75
3939,FDD08,247,Fruits and Vegetables,8.3
3940,FDY59,247,Baking Goods,8.195
3941,NCP29,247,Health and Hygiene,8.42
3942,FDU35,247,Breads,6.44
3943,DRP47,247,Hard Drinks,
3944,FDF33,247,Seafood,7.97
3945,DRB01,247,Soft Drinks,7.39
3946,NCX18,247,Household,
3947,FDU16,247,Frozen Foods,19.25
3948,FDY39,247,Meat,5.305
3949,FDM14,247,Canned,13.8
3950,FDC59,247,Starchy Foods,
3951,FDQ49,247,Breakfast,20.2
3952,FDU33,248,Snack Foods,7.63
3953,FDY15,248,Dairy,18.25
3954,NCP43,248,Others,17.75
3955,FDD08,248,Fruits and Vegetables,8.3
3956,FDY59,248,Baking Goods,8.195
3957,NCP29,248,Health and Hygiene,8.42
3958,FDU35,248,Breads,6.44
3959,DRP47,248,Hard Drinks,
3960,FDF33,248,Seafood,7.97
3961,DRB01,248,Soft Drinks,7.39
3962,NCX18,248,Household,
3963,FDU16,248,Frozen Foods,19.25
3964,FDY39,248,Meat,5.305
3965,FDM14,248,Canned,13.8
3966,FDC59,248,Starchy Foods,
3967,FDQ49,248,Breakfast,20.2
3968,FDU33,249,Snack Foods,7.63
3969,FDY15,249,Dairy,18.25
3970,NCP43,249,Others,17.75
3971,FDD08,249,Fruits and Vegetables,8.3
3972,FDY59,249,Baking Goods,8.195
3973,NCP29,249,Health and Hygiene,8.42
3974,FDU35,249,Breads,6.44
3975,DRP47,249,Hard Drinks,
3976,FDF33,249,Seafood,7.97
3977,DRB01,249,Soft Drinks,7.39
3978,NCX18,249,Household,
3979,FDU16,249,Frozen Foods,19.25
3980,FDY39,249,Meat,5.305
3981,FDM14,249,Canned,13.8
3982,FDC59,249,Starchy Foods,
3983,FDQ49,249,Breakfast,20.2
3984,FDU33,250,Snack Foods,7.63
3985,FDY15,250,Dairy,18.25
3986,NCP43,250,Others,17.75
3987,FDD08,250,Fruits and Vegetables,8.3
3988,FDY59,250,Baking Goods,8.195
3989,NCP29,250,Health and Hygiene,8.42
3990,FDU35,250,Breads,6.44
3991,DRP47,250,Hard Drinks,
3992,FDF33,250,Seafood,7.97
3993,DRB01,250,Soft Drinks,7.39
3994,NCX18,250,Household,
3995,FDU16,250,Frozen Foods,19.25
3996,FDY39,250,Meat,5.305
3997,FDM14,250,Canned,13.8
3998,FDC59,250,Starchy Foods,
3999,FDQ49,250,Breakfast,20.2
4000,FDU33,251,Snack Foods,7.63
4001,FDY15,251,Dairy,18.25
4002,NCP43,251,Others,17.75
4003,FDD08,251,Fruits and Vegetables,8.3
4004,FDY59,251,Baking Goods,8.195
4005,NCP29,251,Health and Hygiene,8.42
4006,FDU35,251,Breads,6.44
4007,DRP47,251,Hard Drinks,
4008,FDF33,251,Seafood,7.97
4009,DRB01,251,Soft Drinks,7.39
4010,NCX18,251,Household,
4011,FDU16,251,Frozen Foods,19.25
4012,FDY39,251,Meat,5.305
4013,FDM14,251,Canned,13.8
4014,FDC59,251,Starchy Foods,
4015,FDQ49,251,Breakfast,20.2
4016,FDU33,252,Snack Foods,7.63
4017,FDY15,252,Dairy,18.25
4018,NCP43,252,Others,17.75
4019,FDD08,252,Fruits and Vegetables,8.3
4020,FDY59,252,Baking Goods,8.195
4021,NCP29,252,Health and Hygiene,8.42
4022,FDU35,252,Breads,6.44
4023,DRP47,252,Hard Drinks,
4024,FDF33,252,Seafood,7.97
4025,DRB01,252,Soft Drinks,7.39
4026,NCX18,252,Household,
4027,FDU16,252,Frozen Foods,19.25
4028,FDY39,252,Meat,5.305
4029,FDM14,252,Canned,13.8
4030,FDC59,252,Starchy Foods,
4031,FDQ49,252,Breakfast,20.2
4032,FDU33,253,Snack Foods,7.63
4033,FDY15,253,Dairy,18.25
4034,NCP43,253,Others,17.75
4035,FDD08,253,Fruits and Vegetables,8.3
4036,FDY59,253,Baking Goods,8.195
4037,NCP29,253,Health and Hygiene,8.42
4038,FDU35,253,Breads,6.44
4039,DRP47,253,Hard Drinks,
4040,FDF33,253,Seafood,7.97
4041,DRB01,253,Soft Drinks,7.39
4042,NCX18,253,Household,
4043,FDU16,253,Frozen Foods,19.25
4044,FDY39,253,Meat,5.305
4045,FDM14,253,Canned,13.8
4046,FDC59,253,Starchy Foods,
4047,FDQ49,253,Breakfast,20.2
4048,FDU33,254,Snack Foods,7.63
4049,FDY15,254,Dairy,18.25
4050,NCP43,254,Others,17.75
4051,FDD08,254,Fruits and Vegetables,8.3
4052,FDY59,254,Baking Goods,8.195
4053,NCP29,254,Health and Hygiene,8.42
4054,FDU35,254,Breads,6.44
4055,DRP47,254,Hard Drinks,
4056,FDF33,254,Seafood,7.97
4057,DRB01,254,Soft Drinks,7.39
4058,NCX18,254,Household,
4059,FDU16,254,Frozen Foods,19.25
4060,FDY39,254,Meat,5.305
4061,FDM14,254,Canned,13.8
4062,FDC59,254,Starchy Foods,
4063,FDQ49,254,Breakfast,20.2
4064,FDU33,255,Snack Foods,7.63
4065,FDY15,255,Dairy,18.25
4066,NCP43,255,Others,17.75
4067,FDD08,255,Fruits and Vegetables,8.3
4068,FDY59,255,Baking Goods,8.195
4069,NCP29,255,Health and Hygiene,8.42
4070,FDU35,255,Breads,6.44
4071,DRP47,255,Hard Drinks,
4072,FDF33,255,Seafood,7.97
4073,DRB01,255,Soft Drinks,7.39
4074,NCX18,255,Household,
4075,FDU16,255,Frozen Foods,19.25
4076,FDY39,255,Meat,5.305
4077,FDM14,255,Canned,13.8
4078,FDC59,255,Starchy Foods,
4079,FDQ49,255,Breakfast,20.2
4080,FDU33,256,Snack Foods,7.63
4081,FDY15,256,Dairy,18.25
4082,NCP43,256,Others,17.75
4083,FDD08,256,Fruits and Vegetables,8.3
4084,FDY59,256,Baking Goods,8.195
4085,NCP29,256,Health and Hygiene,8.42
4086,FDU35,256,Breads,6.44
4087,DRP47,256,Hard Drinks,
4088,FDF33,256,Seafood,7.97
4089,DRB01,256,Soft Drinks,7.39
4090,NCX18,256,Household,
4091,FDU16,256,Frozen Foods,19.25
4092,FDY39,256,Meat,5.305
4093,FDM14,256,Canned,13.8
4094,FDC59,256,Starchy Foods,
4095,FDQ49,256,Breakfast,20.2
4096,FDU33,257,Snack Foods,7.63
4097,FDY15,257,Dairy,18.25
4098,NCP43,257,Others,17.75
4099,FDD08,257,Fruits and Vegetables,8.3
4100,FDY59,257,Baking Goods,8.195
4101,NCP29,257,Health and Hygiene,8.42
4102,FDU35,257,Breads,6.44
4103,DRP47,257,Hard Drinks,
4104,FDF33,257,Seafood,7.97
4105,DRB01,257,Soft Drinks,7.39
4106,NCX18,257,Household,
4107,FDU16,257,Frozen Foods,19.25
4108,FDY39,257,Meat,5.305
4109,FDM14,257,Canned,13.8
4110,FDC59,257,Starchy Foods,
4111,FDQ49,257,Breakfast,20.2
4112,FDU33,258,Snack Foods,7.63
4113,FDY15,258,Dairy,18.25
4114,NCP43,258,Others,17.75
4115,FDD08,258,Fruits and Vegetables,8.3
4116,FDY59,258,Baking Goods,8.195
4117,NCP29,258,Health and Hygiene,8.42
4118,FDU35,258,Breads,6.44
4119,DRP47,258,Hard Drinks,
4120,FDF33,258,Seafood,7.97
4121,DRB01,258,Soft Drinks,7.39
4122,NCX18,258,Household,
4123,FDU16,258,Frozen Foods,19.25
4124,FDY39,258,Meat,5.305
4125,FDM14,258,Canned,13.8
4126,FDC59,258,Starchy Foods,
4127,FDQ49,258,Breakfast,20.2
4128,FDU33,259,Snack Foods,7.63
4129,FDY15,259,Dairy,18.25
4130,NCP43,259,Others,17.75
4131,FDD08,259,Fruits and Vegetables,8.3
4132,FDY59,259,Baking Goods,8.195
4133,NCP29,259,Health and Hygiene,8.42
4134,FDU35,259,Breads,6.44
4135,DRP47,259,Hard Drinks,
4136,FDF33,259,Seafood,7.97
4137,DRB01,259,Soft Drinks,7.39
4138,NCX18,259,Household,
4139,FDU16,259,Frozen Foods,19.25
4140,FDY39,259,Meat,5.305
4141,FDM14,259,Canned,13.8
4142,FDC59,259,Starchy Foods,
4143,FDQ49,259,Breakfast,20.2
4144,FDU33,260,Snack Foods,7.63
4145,FDY15,260,Dairy,18.25
4146,NCP43,260,Others,17.75
4147,FDD08,260,Fruits and Vegetables,8.3
4148,FDY59,260,Baking Goods,8.195
4149,NCP29,260,Health and Hygiene,8.42
4150,FDU35,260,Breads,6.44
4151,DRP47,260,Hard Drinks,
4152,FDF33,260,Seafood,7.97
4153,DRB01,260,Soft Drinks,7.39
4154,NCX18,260,Household,
4155,FDU16,260,Frozen Foods,19.25
4156,FDY39,260,Meat,5.305
4157,FDM14,260,Canned,13.8
4158,FDC59,260,Starchy Foods,
4159,FDQ49,260,Breakfast,20.2
4160,FDU33,261,Snack Foods,7.63
4161,FDY15,261,Dairy,18.25
4162,NCP43,261,Others,17.75
4163,FDD08,261,Fruits and Vegetables,8.3
4164,FDY59,261,Baking Goods,8.195
4165,NCP29,261,Health and Hygiene,8.42
4166,FDU35,261,Breads,6.44
4167,DRP47,261,Hard Drinks,
4168,FDF33,261,Seafood,7.97
4169,DRB01,261,Soft Drinks,7.39
4170,NCX18,261,Household,
4171,FDU16,261,Frozen Foods,19.25
4172,FDY39,261,Meat,5.305
4173,FDM14,261,Canned,13.8
4174,FDC59,261,Starchy Foods,
4175,FDQ49,261,Breakfast,20.2
4176,FDU33,262,Snack Foods,7.63
4177,FDY15,262,Dairy,18.25
4178,NCP43,262,Others,17.75
4179,FDD08,262,Fruits and Vegetables,8.3
4180,FDY59,262,Baking Goods,8.195
4181,NCP29,262,Health and Hygiene,8.42
4182,FDU35,262,Breads,6.44
4183,DRP47,262,Hard Drinks,
4184,FDF33,262,Seafood,7.97
4185,DRB01,262,Soft Drinks,7.39
4186,NCX18,262,Household,
4187,FDU16,262,Frozen Foods,19.25
4188,FDY39,262,Meat,5.305
4189,FDM14,262,Canned,13.8
4190,FDC59,262,Starchy Foods,
4191,FDQ49,262,Breakfast,20.2
4192,FDU33,263,Snack Foods,7.63
4193,FDY15,263,Dairy,18.25
4194,NCP43,263,Others,17.75
4195,FDD08,263,Fruits and Vegetables,8.3
4196,FDY59,263,Baking Goods,8.195
4197,NCP29,263,Health and Hygiene,8.42
4198,FDU35,263,Breads,6.44
4199,DRP47,263,Hard Drinks,
4200,FDF33,263,Seafood,7.97
4201,DRB01,263,Soft Drinks,7.39
4202,NCX18,263,Household,
4203,FDU16,263,Frozen Foods,19.25
4204,FDY39,263,Meat,5.305
4205,FDM14,263,Canned,13.8
4206,FDC59,263,Starchy Foods,
4207,FDQ49,263,Breakfast,20.2
4208,FDU33,264,Snack Foods,7.63
4209,FDY15,264,Dairy,18.25
4210,NCP43,264,Others,17.75
4211,FDD08,264,Fruits and Vegetables,8.3
4212,FDY59,264,Baking Goods,8.195
4213,NCP29,264,Health and Hygiene,8.42
4214,FDU35,264,Breads,6.44
4215,DRP47,264,Hard Drinks,
4216,FDF33,264,Seafood,7.97
4217,DRB01,264,Soft Drinks,7.39
4218,NCX18,264,Household,
4219,FDU16,264,Frozen Foods,19.25
4220,FDY39,264,Meat,5.305
4221,FDM14,264,Canned,13.8
4222,FDC59,264,Starchy Foods,
4223,FDQ49,264,Breakfast,20.2
4224,FDU33,265,Snack Foods,7.63
4225,FDY15,265,Dairy,18.25
4226,NCP43,265,Others,17.75
4227,FDD08,265,Fruits and Vegetables,8.3
4228,FDY59,265,Baking Goods,8.195
4229,NCP29,265,Health and Hygiene,8.42
4230,FDU35,265,Breads,6.44
4231,DRP47,265,Hard Drinks,
4232,FDF33,265,Seafood,7.97
4233,DRB01,265,Soft Drinks,7.39
4234,NCX18,265,Household,
4235,FDU16,265,Frozen Foods,19.25
4236,FDY39,265,Meat,5.305
4237,FDM14,265,Canned,13.8
4238,FDC59,265,Starchy Foods,
4239,FDQ49,265,Breakfast,20.2
4240,FDU33,266,Snack Foods,7.63
4241,FDY15,266,Dairy,18.25
4242,NCP43,266,Others,17.75
4243,FDD08,266,Fruits and Vegetables,8.3
4244,FDY59,266,Baking Goods,8.195
4245,NCP29,266,Health and Hygiene,8.42
4246,FDU35,266,Breads,6.44
4247,DRP47,266,Hard Drinks,
4248,FDF33,266,Seafood,7.97
4249,DRB01,266,Soft Drinks,7.39
4250,NCX18,266,Household,
4251,FDU16,266,Frozen Foods,19.25
4252,FDY39,266,Meat,5.305
4253,FDM14,266,Canned,13.8
4254,FDC59,266,Starchy Foods,
4255,FDQ49,266,Breakfast,20.2
4256,FDU33,267,Snack Foods,7.63
4257,FDY15,267,Dairy,18.25
4258,NCP43,267,Others,17.75
4259,FDD08,267,Fruits and Vegetables,8.3
4260,FDY59,267,Baking Goods,8.195
4261,NCP29,267,Health and Hygiene,8.42
4262,FDU35,267,Breads,6.44
4263,DRP47,267,Hard Drinks,
4264,FDF33,267,Seafood,7.97
4265,DRB01,267,Soft Drinks,7.39
4266,NCX18,267,Household,
4267,FDU16,267,Frozen Foods,19.25
4268,FDY39,267,Meat,5.305
4269,FDM14,267,Canned,13.8
4270,FDC59,267,Starchy Foods,
4271,FDQ49,267,Breakfast,20.2
4272,FDU33,268,Snack Foods,7.63
4273,FDY15,268,Dairy,18.25
4274,NCP43,268,Others,17.75
4275,FDD08,268,Fruits and Vegetables,8.3
4276,FDY59,268,Baking Goods,8.195
4277,NCP29,268,Health and Hygiene,8.42
4278,FDU35,268,Breads,6.44
4279,DRP47,268,Hard Drinks,
4280,FDF33,268,Seafood,7.97
4281,DRB01,268,Soft Drinks,7.39
4282,NCX18,268,Household,
4283,FDU16,268,Frozen Foods,19.25
4284,FDY39,268,Meat,5.305
4285,FDM14,268,Canned,13.8
4286,FDC59,268,Starchy Foods,
4287,FDQ49,268,Breakfast,20.2
4288,FDU33,269,Snack Foods,7.63
4289,FDY15,269,Dairy,18.25
4290,NCP43,269,Others,17.75
4291,FDD08,269,Fruits and Vegetables,8.3
4292,FDY59,269,Baking Goods,8.195
4293,NCP29,269,Health and Hygiene,8.42
4294,FDU35,269,Breads,6.44
4295,DRP47,269,Hard Drinks,
4296,FDF33,269,Seafood,7.97
4297,DRB01,269,Soft Drinks,7.39
4298,NCX18,269,Household,
4299,FDU16,269,Frozen Foods,19.25
4300,FDY39,269,Meat,5.305
4301,FDM14,269,Canned,13.8
4302,FDC59,269,Starchy Foods,
4303,FDQ49,269,Breakfast,20.2
4304,FDU33,270,Snack Foods,7.63
4305,FDY15,270,Dairy,18.25
4306,NCP43,270,Others,17.75
4307,FDD08,270,Fruits and Vegetables,8.3
4308,FDY59,270,Baking Goods,8.195
4309,NCP29,270,Health and Hygiene,8.42
4310,FDU35,270,Breads,6.44
4311,DRP47,270,Hard Drinks,
4312,FDF33,270,Seafood,7.97
4313,DRB01,270,Soft Drinks,7.39
4314,NCX18,270,Household,
4315,FDU16,270,Frozen Foods,19.25
4316,FDY39,270,Meat,5.305
4317,FDM14,270,Canned,13.8
4318,FDC59,270,Starchy Foods,
4319,FDQ49,270,Breakfast,20.2
4320,FDU33,271,Snack Foods,7.63
4321,FDY15,271,Dairy,18.25
4322,NCP43,271,Others,17.75
4323,FDD08,271,Fruits and Vegetables,8.3
4324,FDY59,271,Baking Goods,8.195
4325,NCP29,271,Health and Hygiene,8.42
4326,FDU35,271,Breads,6.44
4327,DRP47,271,Hard Drinks,
4328,FDF33,271,Seafood,7.97
4329,DRB01,271,Soft Drinks,7.39
4330,NCX18,271,Household,
4331,FDU16,271,Frozen Foods,19.25
4332,FDY39,271,Meat,5.305
4333,FDM14,271,Canned,13.8
4334,FDC59,271,Starchy Foods,
4335,FDQ49,271,Breakfast,20.2
4336,FDU33,272,Snack Foods,7.63
4337,FDY15,272,Dairy,18.25
4338,NCP43,272,Others,17.75
4339,FDD08,272,Fruits and Vegetables,8.3
4340,FDY59,272,Baking Goods,8.195
4341,NCP29,272,Health and Hygiene,8.42
4342,FDU35,272,Breads,6.44
4343,DRP47,272,Hard Drinks,
4344,FDF33,272,Seafood,7.97
4345,DRB01,272,Soft Drinks,7.39
4346,NCX18,272,Household,
4347,FDU16,272,Frozen Foods,19.25
4348,FDY39,272,Meat,5.305
4349,FDM14,272,Canned,13.8
4350,FDC59,272,Starchy Foods,
4351,FDQ49,272,Breakfast,20.2
4352,FDU33,273,Snack Foods,7.63
4353,FDY15,273,Dairy,18.25
4354,NCP43,273,Others,17.75
4355,FDD08,273,Fruits and Vegetables,8.3
4356,FDY59,273,Baking Goods,8.195
4357,NCP29,273,Health and Hygiene,8.42
4358,FDU35,273,Breads,6.44
4359,DRP47,273,Hard Drinks,
4360,FDF33,273,Seafood,7.97
4361,DRB01,273,Soft Drinks,7.39
4362,NCX18,273,Household,
4363,FDU16,273,Frozen Foods,19.25
4364,FDY39,273,Meat,5.305
4365,FDM14,273,Canned,13.8
4366,FDC59,273,Starchy Foods,
4367,FDQ49,273,Breakfast,20.2
4368,FDU33,274,Snack Foods,7.63
4369,FDY15,274,Dairy,18.25
4370,NCP43,274,Others,17.75
4371,FDD08,274,Fruits and Vegetables,8.3
4372,FDY59,274,Baking Goods,8.195
4373,NCP29,274,Health and Hygiene,8.42
4374,FDU35,274,Breads,6.44
4375,DRP47,274,Hard Drinks,
4376,FDF33,274,Seafood,7.97
4377,DRB01,274,Soft Drinks,7.39
4378,NCX18,274,Household,
4379,FDU16,274,Frozen Foods,19.25
4380,FDY39,274,Meat,5.305
4381,FDM14,274,Canned,13.8
4382,FDC59,274,Starchy Foods,
4383,FDQ49,274,Breakfast,20.2
4384,FDU33,275,Snack Foods,7.63
4385,FDY15,275,Dairy,18.25
4386,NCP43,275,Others,17.75
4387,FDD08,275,Fruits and Vegetables,8.3
4388,FDY59,275,Baking Goods,8.195
4389,NCP29,275,Health and Hygiene,8.42
4390,FDU35,275,Breads,6.44
4391,DRP47,275,Hard Drinks,
4392,FDF33,275,Seafood,7.97
4393,DRB01,275,Soft Drinks,7.39
4394,NCX18,275,Household,
4395,FDU16,275,Frozen Foods,19.25
4396,FDY39,275,Meat,5.305
4397,FDM14,275,Canned,13.8
4398,FDC59,275,Starchy Foods,
4399,FDQ49,275,Breakfast,20.2
4400,FDU33,276,Snack Foods,7.63
4401,FDY15,276,Dairy,18.25
4402,NCP43,276,Others,17.75
4403,FDD08,276,Fruits and Vegetables,8.3
4404,FDY59,276,Baking Goods,8.195
4405,NCP29,276,Health and Hygiene,8.42
4406,FDU35,276,Breads,6.44
4407,DRP47,276,Hard Drinks,
4408,FDF33,276,Seafood,7.97
4409,DRB01,276,Soft Drinks,7.39
4410,NCX18,276,Household,
4411,FDU16,276,Frozen Foods,19.25
4412,FDY39,276,Meat,5.305
4413,FDM14,276,Canned,13.8
4414,FDC59,276,Starchy Foods,
4415,FDQ49,276,Breakfast,20.2
4416,FDU33,277,Snack Foods,7.63
4417,FDY15,277,Dairy,18.25
4418,NCP43,277,Others,17.75
4419,FDD08,277,Fruits and Vegetables,8.3
4420,FDY59,277,Baking Goods,8.195
4421,NCP29,277,Health and Hygiene,8.42
4422,FDU35,277,Breads,6.44
4423,DRP47,277,Hard Drinks,
4424,FDF33,277,Seafood,7.97
4425,DRB01,277,Soft Drinks,7.39
4426,NCX18,277,Household,
4427,FDU16,277,Frozen Foods,19.25
4428,FDY39,277,Meat,5.305
4429,FDM14,277,Canned,13.8
4430,FDC59,277,Starchy Foods,
4431,FDQ49,277,Breakfast,20.2
4432,FDU33,278,Snack Foods,7.63
4433,FDY15,278,Dairy,18.25
4434,NCP43,278,Others,17.75
4435,FDD08,278,Fruits and Vegetables,8.3
4436,FDY59,278,Baking Goods,8.195
4437,NCP29,278,Health and Hygiene,8.42
4438,FDU35,278,Breads,6.44
4439,DRP47,278,Hard Drinks,
4440,FDF33,278,Seafood,7.97
4441,DRB01,278,Soft Drinks,7.39
4442,NCX18,278,Household,
4443,FDU16,278,Frozen Foods,19.25
4444,FDY39,278,Meat,5.305
4445,FDM14,278,Canned,13.8
4446,FDC59,278,Starchy Foods,
4447,FDQ49,278,Breakfast,20.2
4448,FDU33,279,Snack Foods,7.63
4449,FDY15,279,Dairy,18.25
4450,NCP43,279,Others,17.75
4451,FDD08,279,Fruits and Vegetables,8.3
4452,FDY59,279,Baking Goods,8.195
4453,NCP29,279,Health and Hygiene,8.42
4454,FDU35,279,Breads,6.44
4455,DRP47,279,Hard Drinks,
4456,FDF33,279,Seafood,7.97
4457,DRB01,279,Soft Drinks,7.39
4458,NCX18,279,Household,
4459,FDU16,279,Frozen Foods,19.25
4460,FDY39,279,Meat,5.305
4461,FDM14,279,Canned,13.8
4462,FDC59,279,Starchy Foods,
4463,FDQ49,279,Breakfast,20.2
4464,FDU33,280,Snack Foods,7.63
4465,FDY15,280,Dairy,18.25
4466,NCP43,280,Others,17.75
4467,FDD08,280,Fruits and Vegetables,8.3
4468,FDY59,280,Baking Goods,8.195
4469,NCP29,280,Health and Hygiene,8.42
4470,FDU35,280,Breads,6.44
4471,DRP47,280,Hard Drinks,
4472,FDF33,280,Seafood,7.97
4473,DRB01,280,Soft Drinks,7.39
4474,NCX18,280,Household,
4475,FDU16,280,Frozen Foods,19.25
4476,FDY39,280,Meat,5.305
4477,FDM14,280,Canned,13.8
4478,FDC59,280,Starchy Foods,
4479,FDQ49,280,Breakfast,20.2
4480,FDU33,281,Snack Foods,7.63
4481,FDY15,281,Dairy,18.25
4482,NCP43,281,Others,17.75
4483,FDD08,281,Fruits and Vegetables,8.3
4484,FDY59,281,Baking Goods,8.195
4485,NCP29,281,Health and Hygiene,8.42
4486,FDU35,281,Breads,6.44
4487,DRP47,281,Hard Drinks,
4488,FDF33,281,Seafood,7.97
4489,DRB01,281,Soft Drinks,7.39
4490,NCX18,281,Household,
4491,FDU16,281,Frozen Foods,19.25
4492,FDY39,281,Meat,5.305
4493,FDM14,281,Canned,13.8
4494,FDC59,281,Starchy Foods,
4495,FDQ49,281,Breakfast,20.2
4496,FDU33,282,Snack Foods,7.63
4497,FDY15,282,Dairy,18.25
4498,NCP43,282,Others,17.75
4499,FDD08,282,Fruits and Vegetables,8.3
4500,FDY59,282,Baking Goods,8.195
4501,NCP29,282,Health and Hygiene,8.42
4502,FDU35,282,Breads,6.44
4503,DRP47,282,Hard Drinks,
4504,FDF33,282,Seafood,7.97
4505,DRB01,282,Soft Drinks,7.39
4506,NCX18,282,Household,
4507,FDU16,282,Frozen Foods,19.25
4508,FDY39,282,Meat,5.305
4509,FDM14,282,Canned,13.8
4510,FDC59,282,Starchy Foods,
4511,FDQ49,282,Breakfast,20.2
4512,FDU33,283,Snack Foods,7.63
4513,FDY15,283,Dairy,18.25
4514,NCP43,283,Others,17.75
4515,FDD08,283,Fruits and Vegetables,8.3
4516,FDY59,283,Baking Goods,8.195
4517,NCP29,283,Health and Hygiene,8.42
4518,FDU35,283,Breads,6.44
4519,DRP47,283,Hard Drinks,
4520,FDF33,283,Seafood,7.97
4521,DRB01,283,Soft Drinks,7.39
4522,NCX18,283,Household,
4523,FDU16,283,Frozen Foods,19.25
4524,FDY39,283,Meat,5.305
4525,FDM14,283,Canned,13.8
4526,FDC59,283,Starchy Foods,
4527,FDQ49,283,Breakfast,20.2
4528,FDU33,284,Snack Foods,7.63
4529,FDY15,284,Dairy,18.25
4530,NCP43,284,Others,17.75
4531,FDD08,284,Fruits and Vegetables,8.3
4532,FDY59,284,Baking Goods,8.195
4533,NCP29,284,Health and Hygiene,8.42
4534,FDU35,284,Breads,6.44
4535,DRP47,284,Hard Drinks,
4536,FDF33,284,Seafood,7.97
4537,DRB01,284,Soft Drinks,7.39
4538,NCX18,284,Household,
4539,FDU16,284,Frozen Foods,19.25
4540,FDY39,284,Meat,5.305
4541,FDM14,284,Canned,13.8
4542,FDC59,284,Starchy Foods,
4543,FDQ49,284,Breakfast,20.2
4544,FDU33,285,Snack Foods,7.63
4545,FDY15,285,Dairy,18.25
4546,NCP43,285,Others,17.75
4547,FDD08,285,Fruits and Vegetables,8.3
4548,FDY59,285,Baking Goods,8.195
4549,NCP29,285,Health and Hygiene,8.42
4550,FDU35,285,Breads,6.44
4551,DRP47,285,Hard Drinks,
4552,FDF33,285,Seafood,7.97
4553,DRB01,285,Soft Drinks,7.39
4554,NCX18,285,Household,
4555,FDU16,285,Frozen Foods,19.25
4556,FDY39,285,Meat,5.305
4557,FDM14,285,Canned,13.8
4558,FDC59,285,Starchy Foods,
4559,FDQ49,285,Breakfast,20.2
4560,FDU33,286,Snack Foods,7.63
4561,FDY15,286,Dairy,18.25
4562,NCP43,286,Others,17.75
4563,FDD08,286,Fruits and Vegetables,8.3
4564,FDY59,286,Baking Goods,8.195
4565,NCP29,286,Health and Hygiene,8.42
4566,FDU35,286,Breads,6.44
4567,DRP47,286,Hard Drinks,
4568,FDF33,286,Seafood,7.97
4569,DRB01,286,Soft Drinks,7.39
4570,NCX18,286,Household,
4571,FDU16,286,Frozen Foods,19.25
4572,FDY39,286,Meat,5.305
4573,FDM14,286,Canned,13.8
4574,FDC59,286,Starchy Foods,
4575,FDQ49,286,Breakfast,20.2
4576,FDU33,287,Snack Foods,7.63
4577,FDY15,287,Dairy,18.25
4578,NCP43,287,Others,17.75
4579,FDD08,287,Fruits and Vegetables,8.3
4580,FDY59,287,Baking Goods,8.195
4581,NCP29,287,Health and Hygiene,8.42
4582,FDU35,287,Breads,6.44
4583,DRP47,287,Hard Drinks,
4584,FDF33,287,Seafood,7.97
4585,DRB01,287,Soft Drinks,7.39
4586,NCX18,287,Household,
4587,FDU16,287,Frozen Foods,19.25
4588,FDY39,287,Meat,5.305
4589,FDM14,287,Canned,13.8
4590,FDC59,287,Starchy Foods,
4591,FDQ49,287,Breakfast,20.2
4592,FDU33,288,Snack Foods,7.63
4593,FDY15,288,Dairy,18.25
4594,NCP43,288,Others,17.75
4595,FDD08,288,Fruits and Vegetables,8.3
4596,FDY59,288,Baking Goods,8.195
4597,NCP29,288,Health and Hygiene,8.42
4598,FDU35,288,Breads,6.44
4599,DRP47,288,Hard Drinks,
4600,FDF33,288,Seafood,7.97
4601,DRB01,288,Soft Drinks,7.39
4602,NCX18,288,Household,
4603,FDU16,288,Frozen Foods,19.25
4604,FDY39,288,Meat,5.305
4605,FDM14,288,Canned,13.8
4606,FDC59,288,Starchy Foods,
4607,FDQ49,288,Breakfast,20.2
4608,FDU33,289,Snack Foods,7.63
4609,FDY15,289,Dairy,18.25
4610,NCP43,289,Others,17.75
4611,FDD08,289,Fruits and Vegetables,8.3
4612,FDY59,289,Baking Goods,8.195
4613,NCP29,289,Health and Hygiene,8.42
4614,FDU35,289,Breads,6.44
4615,DRP47,289,Hard Drinks,
4616,FDF33,289,Seafood,7.97
4617,DRB01,289,Soft Drinks,7.39
4618,NCX18,289,Household,
4619,FDU16,289,Frozen Foods,19.25
4620,FDY39,289,Meat,5.305
4621,FDM14,289,Canned,13.8
4622,FDC59,289,Starchy Foods,
4623,FDQ49,289,Breakfast,20.2
4624,FDU33,290,Snack Foods,7.63
4625,FDY15,290,Dairy,18.25
4626,NCP43,290,Others,17.75
4627,FDD08,290,Fruits and Vegetables,8.3
4628,FDY59,290,Baking Goods,8.195
